tbs,snr,bler,itbs,nr,totru
256,-21.8,1,2,8,48
256,-21.8,1,2,16,96
256,-21.8,1,2,32,192
256,-21.8,1,3,1,5
256,-21.8,1,3,2,10
256,-21.8,1,3,4,20
256,-21.8,1,3,8,40
256,-21.8,1,3,16,80
256,-21.8,1,3,32,160
256,-21.8,1,4,1,4
256,-21.8,1,4,2,8
256,-21.8,1,4,4,16
256,-21.8,1,4,8,32
256,-21.8,1,4,16,64
256,-21.8,1,4,32,128
256,-21.8,1,4,64,256
256,-21.8,1,6,1,3
256,-21.8,1,6,2,6
256,-21.8,1,6,4,12
256,-21.8,1,6,8,24
256,-21.8,1,6,16,48
256,-21.8,1,6,32,96
256,-21.8,1,6,64,192
256,-21.8,1,8,1,2
256,-21.8,1,8,2,4
256,-21.8,1,8,4,8
256,-21.8,1,8,8,16
256,-21.8,1,8,16,32
256,-21.8,1,8,32,64
256,-21.8,1,8,64,128
256,-21.8,1,8,128,256
256,-21.7,0,0,128,1280
256,-21.7,0,1,128,1024
256,-21.7,9.1552734375E-05,2,128,768
256,-21.7,0.0011291504,0,64,640
256,-21.7,0.0011901855,3,128,640
256,-21.7,0.1869812012,1,64,512
256,-21.7,0.2155151367,4,128,512
256,-21.7,0.9764709473,6,128,384
256,-21.7,0.9778747559,2,64,384
256,-21.7,0.9997253418,3,64,320
256,-21.7,0.9998168945,0,32,320
256,-21.7,1,0,1,10
256,-21.7,1,0,2,20
256,-21.7,1,0,4,40
256,-21.7,1,0,8,80
256,-21.7,1,0,16,160
256,-21.7,1,1,1,8
256,-21.7,1,1,2,16
256,-21.7,1,1,4,32
256,-21.7,1,1,8,64
256,-21.7,1,1,16,128
256,-21.7,1,1,32,256
256,-21.7,1,2,1,6
256,-21.7,1,2,2,12
256,-21.7,1,2,4,24
256,-21.7,1,2,8,48
256,-21.7,1,2,16,96
256,-21.7,1,2,32,192
256,-21.7,1,3,1,5
256,-21.7,1,3,2,10
256,-21.7,1,3,4,20
256,-21.7,1,3,8,40
256,-21.7,1,3,16,80
256,-21.7,1,3,32,160
256,-21.7,1,4,1,4
256,-21.7,1,4,2,8
256,-21.7,1,4,4,16
256,-21.7,1,4,8,32
256,-21.7,1,4,16,64
256,-21.7,1,4,32,128
256,-21.7,1,4,64,256
256,-21.7,1,6,1,3
256,-21.7,1,6,2,6
256,-21.7,1,6,4,12
256,-21.7,1,6,8,24
256,-21.7,1,6,16,48
256,-21.7,1,6,32,96
256,-21.7,1,6,64,192
256,-21.7,1,8,1,2
256,-21.7,1,8,2,4
256,-21.7,1,8,4,8
256,-21.7,1,8,8,16
256,-21.7,1,8,16,32
256,-21.7,1,8,32,64
256,-21.7,1,8,64,128
256,-21.7,1,8,128,256
256,-21.6,0,0,128,1280
256,-21.6,0,1,128,1024
256,-21.6,9.1552734375E-05,2,128,768
256,-21.6,0.000579834,3,128,640
256,-21.6,0.0006713867,0,64,640
256,-21.6,0.1310424805,1,64,512
256,-21.6,0.1555480957,4,128,512
256,-21.6,0.9630432129,6,128,384
256,-21.6,0.9653930664,2,64,384
256,-21.6,0.9993591309,0,32,320
256,-21.6,0.9993896484,3,64,320
256,-21.6,1,0,1,10
256,-21.6,1,0,2,20
256,-21.6,1,0,4,40
256,-21.6,1,0,8,80
256,-21.6,1,0,16,160
256,-21.6,1,1,1,8
256,-21.6,1,1,2,16
256,-21.6,1,1,4,32
256,-21.6,1,1,8,64
256,-21.6,1,1,16,128
256,-21.6,1,1,32,256
256,-21.6,1,2,1,6
256,-21.6,1,2,2,12
256,-21.6,1,2,4,24
256,-21.6,1,2,8,48
256,-21.6,1,2,16,96
256,-21.6,1,2,32,192
256,-21.6,1,3,1,5
256,-21.6,1,3,2,10
256,-21.6,1,3,4,20
256,-21.6,1,3,8,40
256,-21.6,1,3,16,80
256,-21.6,1,3,32,160
256,-21.6,1,4,1,4
256,-21.6,1,4,2,8
256,-21.6,1,4,4,16
256,-21.6,1,4,8,32
256,-21.6,1,4,16,64
256,-21.6,1,4,32,128
256,-21.6,1,4,64,256
256,-21.6,1,6,1,3
256,-21.6,1,6,2,6
256,-21.6,1,6,4,12
256,-21.6,1,6,8,24
256,-21.6,1,6,16,48
256,-21.6,1,6,32,96
256,-21.6,1,6,64,192
256,-21.6,1,8,1,2
256,-21.6,1,8,2,4
256,-21.6,1,8,4,8
256,-21.6,1,8,8,16
256,-21.6,1,8,16,32
256,-21.6,1,8,32,64
256,-21.6,1,8,64,128
256,-21.6,1,8,128,256
256,-21.5,0,0,128,1280
256,-21.5,0,1,128,1024
256,-21.5,3.0517578125E-05,2,128,768
256,-21.5,0.0002746582,0,64,640
256,-21.5,0.0003967285,3,128,640
256,-21.5,0.0851135254,1,64,512
256,-21.5,0.1041870117,4,128,512
256,-21.5,0.9456787109,6,128,384
256,-21.5,0.9458312988,2,64,384
256,-21.5,0.9987487793,0,32,320
256,-21.5,0.9991455078,3,64,320
256,-21.5,1,0,1,10
256,-21.5,1,0,2,20
256,-21.5,1,0,4,40
256,-21.5,1,0,8,80
256,-21.5,1,0,16,160
256,-21.5,1,1,1,8
256,-21.5,1,1,2,16
256,-21.5,1,1,4,32
256,-21.5,1,1,8,64
256,-21.5,1,1,16,128
256,-21.5,1,1,32,256
256,-21.5,1,2,1,6
256,-21.5,1,2,2,12
256,-21.5,1,2,4,24
256,-21.5,1,2,8,48
256,-21.5,1,2,16,96
256,-21.5,1,2,32,192
256,-21.5,1,3,1,5
256,-21.5,1,3,2,10
256,-21.5,1,3,4,20
256,-21.5,1,3,8,40
256,-21.5,1,3,16,80
256,-21.5,1,3,32,160
256,-21.5,1,4,1,4
256,-21.5,1,4,2,8
256,-21.5,1,4,4,16
256,-21.5,1,4,8,32
256,-21.5,1,4,16,64
256,-21.5,1,4,32,128
256,-21.5,1,4,64,256
256,-21.5,1,6,1,3
256,-21.5,1,6,2,6
256,-21.5,1,6,4,12
256,-21.5,1,6,8,24
256,-21.5,1,6,16,48
256,-21.5,1,6,32,96
256,-21.5,1,6,64,192
256,-21.5,1,8,1,2
256,-21.5,1,8,2,4
256,-21.5,1,8,4,8
256,-21.5,1,8,8,16
256,-21.5,1,8,16,32
256,-21.5,1,8,32,64
256,-21.5,1,8,64,128
256,-21.5,1,8,128,256
256,-21.4,0,0,128,1280
256,-21.4,0,1,128,1024
256,-21.4,0,2,128,768
256,-21.4,0.0001525879,3,128,640
256,-21.4,0.0002441406,0,64,640
256,-21.4,0.0580444336,1,64,512
256,-21.4,0.0706176758,4,128,512
256,-21.4,0.9157104492,6,128,384
256,-21.4,0.9193115234,2,64,384
256,-21.4,0.997467041,3,64,320
256,-21.4,0.9979553223,0,32,320
256,-21.4,1,0,1,10
256,-21.4,1,0,2,20
256,-21.4,1,0,4,40
256,-21.4,1,0,8,80
256,-21.4,1,0,16,160
256,-21.4,1,1,1,8
256,-21.4,1,1,2,16
256,-21.4,1,1,4,32
256,-21.4,1,1,8,64
256,-21.4,1,1,16,128
256,-21.4,1,1,32,256
256,-21.4,1,2,1,6
256,-21.4,1,2,2,12
256,-21.4,1,2,4,24
256,-21.4,1,2,8,48
256,-21.4,1,2,16,96
256,-21.4,1,2,32,192
256,-21.4,1,3,1,5
256,-21.4,1,3,2,10
256,-21.4,1,3,4,20
256,-21.4,1,3,8,40
256,-21.4,1,3,16,80
256,-21.4,1,3,32,160
256,-21.4,1,4,1,4
256,-21.4,1,4,2,8
256,-21.4,1,4,4,16
256,-21.4,1,4,8,32
256,-21.4,1,4,16,64
256,-21.4,1,4,32,128
256,-21.4,1,4,64,256
256,-21.4,1,6,1,3
256,-21.4,1,6,2,6
256,-21.4,1,6,4,12
256,-21.4,1,6,8,24
256,-21.4,1,6,16,48
256,-21.4,1,6,32,96
256,-21.4,1,6,64,192
256,-21.4,1,8,1,2
256,-21.4,1,8,2,4
256,-21.4,1,8,4,8
256,-21.4,1,8,8,16
256,-21.4,1,8,16,32
256,-21.4,1,8,32,64
256,-21.4,1,8,64,128
256,-21.4,1,8,128,256
256,-21.3,0,0,128,1280
256,-21.3,0,1,128,1024
256,-21.3,0,2,128,768
256,-21.3,0.0001525879,0,64,640
256,-21.3,0.0002746582,3,128,640
256,-21.3,0.0357971191,1,64,512
256,-21.3,0.0444946289,4,128,512
256,-21.3,0.8818359375,2,64,384
256,-21.3,0.8819885254,6,128,384
256,-21.3,0.9959716797,3,64,320
256,-21.3,0.99609375,0,32,320
256,-21.3,1,0,1,10
256,-21.3,1,0,2,20
256,-21.3,1,0,4,40
256,-21.3,1,0,8,80
256,-21.3,1,0,16,160
256,-21.3,1,1,1,8
256,-21.3,1,1,2,16
256,-21.3,1,1,4,32
256,-21.3,1,1,8,64
256,-21.3,1,1,16,128
256,-21.3,1,1,32,256
256,-21.3,1,2,1,6
256,-21.3,1,2,2,12
256,-21.3,1,2,4,24
256,-21.3,1,2,8,48
256,-21.3,1,2,16,96
256,-21.3,1,2,32,192
256,-21.3,1,3,1,5
256,-21.3,1,3,2,10
256,-21.3,1,3,4,20
256,-21.3,1,3,8,40
256,-21.3,1,3,16,80
256,-21.3,1,3,32,160
256,-21.3,1,4,1,4
256,-21.3,1,4,2,8
256,-21.3,1,4,4,16
256,-21.3,1,4,8,32
256,-21.3,1,4,16,64
256,-21.3,1,4,32,128
256,-21.3,1,4,64,256
256,-21.3,1,6,1,3
256,-21.3,1,6,2,6
256,-21.3,1,6,4,12
256,-21.3,1,6,8,24
256,-21.3,1,6,16,48
256,-21.3,1,6,32,96
256,-21.3,1,6,64,192
256,-21.3,1,8,1,2
256,-21.3,1,8,2,4
256,-21.3,1,8,4,8
256,-21.3,1,8,8,16
256,-21.3,1,8,16,32
256,-21.3,1,8,32,64
256,-21.3,1,8,64,128
256,-21.3,1,8,128,256
256,-21.2,0,0,128,1280
256,-21.2,0,1,128,1024
256,-21.2,0,2,128,768
256,-21.2,9.1552734375E-05,0,64,640
256,-21.2,0.0001831055,3,128,640
256,-21.2,0.0213623047,1,64,512
256,-21.2,0.0275268555,4,128,512
256,-21.2,0.8352661133,2,64,384
256,-21.2,0.8352661133,6,128,384
256,-21.2,0.9931030273,3,64,320
256,-21.2,0.9936218262,0,32,320
256,-21.2,1,0,1,10
256,-21.2,1,0,2,20
256,-21.2,1,0,4,40
256,-21.2,1,0,8,80
256,-21.2,1,0,16,160
256,-21.2,1,1,1,8
256,-21.2,1,1,2,16
256,-21.2,1,1,4,32
256,-21.2,1,1,8,64
256,-21.2,1,1,16,128
256,-21.2,1,1,32,256
256,-21.2,1,2,1,6
256,-21.2,1,2,2,12
256,-21.2,1,2,4,24
256,-21.2,1,2,8,48
256,-21.2,1,2,16,96
256,-21.2,1,2,32,192
256,-21.2,1,3,1,5
256,-21.2,1,3,2,10
256,-21.2,1,3,4,20
256,-21.2,1,3,8,40
256,-21.2,1,3,16,80
256,-21.2,1,3,32,160
256,-21.2,1,4,1,4
256,-21.2,1,4,2,8
256,-21.2,1,4,4,16
256,-21.2,1,4,8,32
256,-21.2,1,4,16,64
256,-21.2,1,4,32,128
256,-21.2,1,4,64,256
256,-21.2,1,6,1,3
256,-21.2,1,6,2,6
256,-21.2,1,6,4,12
256,-21.2,1,6,8,24
256,-21.2,1,6,16,48
256,-21.2,1,6,32,96
256,-21.2,1,6,64,192
256,-21.2,1,8,1,2
256,-21.2,1,8,2,4
256,-21.2,1,8,4,8
256,-21.2,1,8,8,16
256,-21.2,1,8,16,32
256,-21.2,1,8,32,64
256,-21.2,1,8,64,128
256,-21.2,1,8,128,256
256,-21.1,0,0,128,1280
256,-21.1,0,1,128,1024
256,-21.1,0,2,128,768
256,-21.1,6.103515625E-05,0,64,640
256,-21.1,9.1552734375E-05,3,128,640
256,-21.1,0.0113220215,1,64,512
256,-21.1,0.0162353516,4,128,512
256,-21.1,0.7778625488,2,64,384
256,-21.1,0.7802429199,6,128,384
256,-21.1,0.986907959,3,64,320
256,-21.1,0.9883117676,0,32,320
256,-21.1,1,0,1,10
256,-21.1,1,0,2,20
256,-21.1,1,0,4,40
256,-21.1,1,0,8,80
256,-21.1,1,0,16,160
256,-21.1,1,1,1,8
256,-21.1,1,1,2,16
256,-21.1,1,1,4,32
256,-21.1,1,1,8,64
256,-21.1,1,1,16,128
256,-21.1,1,1,32,256
256,-21.1,1,2,1,6
256,-21.1,1,2,2,12
256,-21.1,1,2,4,24
256,-21.1,1,2,8,48
256,-21.1,1,2,16,96
256,-21.1,1,2,32,192
256,-21.1,1,3,1,5
256,-21.1,1,3,2,10
256,-21.1,1,3,4,20
256,-21.1,1,3,8,40
256,-21.1,1,3,16,80
256,-21.1,1,3,32,160
256,-21.1,1,4,1,4
256,-21.1,1,4,2,8
256,-21.1,1,4,4,16
256,-21.1,1,4,8,32
256,-21.1,1,4,16,64
256,-21.1,1,4,32,128
256,-21.1,1,4,64,256
256,-21.1,1,6,1,3
256,-21.1,1,6,2,6
256,-21.1,1,6,4,12
256,-21.1,1,6,8,24
256,-21.1,1,6,16,48
256,-21.1,1,6,32,96
256,-21.1,1,6,64,192
256,-21.1,1,8,1,2
256,-21.1,1,8,2,4
256,-21.1,1,8,4,8
256,-21.1,1,8,8,16
256,-21.1,1,8,16,32
256,-21.1,1,8,32,64
256,-21.1,1,8,64,128
256,-21.1,1,8,128,256
256,-21,0,0,128,1280
256,-21,0,1,128,1024
256,-21,0,2,128,768
256,-21,3.0517578125E-05,0,64,640
256,-21,3.0517578125E-05,3,128,640
256,-21,0.0068359375,1,64,512
256,-21,0.008972168,4,128,512
256,-21,0.7063293457,2,64,384
256,-21,0.7080078125,6,128,384
256,-21,0.9788818359,0,32,320
256,-21,0.9801330566,3,64,320
256,-21,1,0,1,10
256,-21,1,0,2,20
256,-21,1,0,4,40
256,-21,1,0,8,80
256,-21,1,0,16,160
256,-21,1,1,1,8
256,-21,1,1,2,16
256,-21,1,1,4,32
256,-21,1,1,8,64
256,-21,1,1,16,128
256,-21,1,1,32,256
256,-21,1,2,1,6
256,-21,1,2,2,12
256,-21,1,2,4,24
256,-21,1,2,8,48
256,-21,1,2,16,96
256,-21,1,2,32,192
256,-21,1,3,1,5
256,-21,1,3,2,10
256,-21,1,3,4,20
256,-21,1,3,8,40
256,-21,1,3,16,80
256,-21,1,3,32,160
256,-21,1,4,1,4
256,-21,1,4,2,8
256,-21,1,4,4,16
256,-21,1,4,8,32
256,-21,1,4,16,64
256,-21,1,4,32,128
256,-21,1,4,64,256
256,-21,1,6,1,3
256,-21,1,6,2,6
256,-21,1,6,4,12
256,-21,1,6,8,24
256,-21,1,6,16,48
256,-21,1,6,32,96
256,-21,1,6,64,192
256,-21,1,8,1,2
256,-21,1,8,2,4
256,-21,1,8,4,8
256,-21,1,8,8,16
256,-21,1,8,16,32
256,-21,1,8,32,64
256,-21,1,8,64,128
256,-21,1,8,128,256
256,-20.9,0,0,128,1280
256,-20.9,0,1,128,1024
256,-20.9,0,2,128,768
256,-20.9,6.103515625E-05,0,64,640
256,-20.9,6.103515625E-05,3,128,640
256,-20.9,0.0036010742,1,64,512
256,-20.9,0.0043334961,4,128,512
256,-20.9,0.6304931641,6,128,384
256,-20.9,0.6307983398,2,64,384
256,-20.9,0.9677734375,3,64,320
256,-20.9,0.9680786133,0,32,320
256,-20.9,0.9999084473,1,32,256
256,-20.9,0.9999084473,4,64,256
256,-20.9,1,0,1,10
256,-20.9,1,0,2,20
256,-20.9,1,0,4,40
256,-20.9,1,0,8,80
256,-20.9,1,0,16,160
256,-20.9,1,1,1,8
256,-20.9,1,1,2,16
256,-20.9,1,1,4,32
256,-20.9,1,1,8,64
256,-20.9,1,1,16,128
256,-20.9,1,2,1,6
256,-20.9,1,2,2,12
256,-20.9,1,2,4,24
256,-20.9,1,2,8,48
256,-20.9,1,2,16,96
256,-20.9,1,2,32,192
256,-20.9,1,3,1,5
256,-20.9,1,3,2,10
256,-20.9,1,3,4,20
256,-20.9,1,3,8,40
256,-20.9,1,3,16,80
256,-20.9,1,3,32,160
256,-20.9,1,4,1,4
256,-20.9,1,4,2,8
256,-20.9,1,4,4,16
256,-20.9,1,4,8,32
256,-20.9,1,4,16,64
256,-20.9,1,4,32,128
256,-20.9,1,6,1,3
256,-20.9,1,6,2,6
256,-20.9,1,6,4,12
256,-20.9,1,6,8,24
256,-20.9,1,6,16,48
256,-20.9,1,6,32,96
256,-20.9,1,6,64,192
256,-20.9,1,8,1,2
256,-20.9,1,8,2,4
256,-20.9,1,8,4,8
256,-20.9,1,8,8,16
256,-20.9,1,8,16,32
256,-20.9,1,8,32,64
256,-20.9,1,8,64,128
256,-20.9,1,8,128,256
256,-20.8,0,0,64,640
256,-20.8,0,0,128,1280
256,-20.8,0,1,128,1024
256,-20.8,0,2,128,768
256,-20.8,0,3,128,640
256,-20.8,0.0020446777,1,64,512
256,-20.8,0.0021972656,4,128,512
256,-20.8,0.5444641113,2,64,384
256,-20.8,0.5452575684,6,128,384
256,-20.8,0.9483032227,0,32,320
256,-20.8,0.9498596191,3,64,320
256,-20.8,0.9998168945,1,32,256
256,-20.8,0.9998474121,4,64,256
256,-20.8,0.9999389648,8,128,256
256,-20.8,1,0,1,10
256,-20.8,1,0,2,20
256,-20.8,1,0,4,40
256,-20.8,1,0,8,80
256,-20.8,1,0,16,160
256,-20.8,1,1,1,8
256,-20.8,1,1,2,16
256,-20.8,1,1,4,32
256,-20.8,1,1,8,64
256,-20.8,1,1,16,128
256,-20.8,1,2,1,6
256,-20.8,1,2,2,12
256,-20.8,1,2,4,24
256,-20.8,1,2,8,48
256,-20.8,1,2,16,96
256,-20.8,1,2,32,192
256,-20.8,1,3,1,5
256,-20.8,1,3,2,10
256,-20.8,1,3,4,20
256,-20.8,1,3,8,40
256,-20.8,1,3,16,80
256,-20.8,1,3,32,160
256,-20.8,1,4,1,4
256,-20.8,1,4,2,8
256,-20.8,1,4,4,16
256,-20.8,1,4,8,32
256,-20.8,1,4,16,64
256,-20.8,1,4,32,128
256,-20.8,1,6,1,3
256,-20.8,1,6,2,6
256,-20.8,1,6,4,12
256,-20.8,1,6,8,24
256,-20.8,1,6,16,48
256,-20.8,1,6,32,96
256,-20.8,1,6,64,192
256,-20.8,1,8,1,2
256,-20.8,1,8,2,4
256,-20.8,1,8,4,8
256,-20.8,1,8,8,16
256,-20.8,1,8,16,32
256,-20.8,1,8,32,64
256,-20.8,1,8,64,128
256,-20.7,0,0,64,640
256,-20.7,0,0,128,1280
256,-20.7,0,1,128,1024
256,-20.7,0,2,128,768
256,-20.7,0,3,128,640
256,-20.7,0.0009155273,1,64,512
256,-20.7,0.001159668,4,128,512
256,-20.7,0.4566040039,2,64,384
256,-20.7,0.4594421387,6,128,384
256,-20.7,0.9243469238,3,64,320
256,-20.7,0.9245300293,0,32,320
256,-20.7,0.999420166,1,32,256
256,-20.7,0.9995727539,4,64,256
256,-20.7,0.9997253418,8,128,256
256,-20.7,1,0,1,10
256,-20.7,1,0,2,20
256,-20.7,1,0,4,40
256,-20.7,1,0,8,80
256,-20.7,1,0,16,160
256,-20.7,1,1,1,8
256,-20.7,1,1,2,16
256,-20.7,1,1,4,32
256,-20.7,1,1,8,64
256,-20.7,1,1,16,128
256,-20.7,1,2,1,6
256,-20.7,1,2,2,12
256,-20.7,1,2,4,24
256,-20.7,1,2,8,48
256,-20.7,1,2,16,96
256,-20.7,1,2,32,192
256,-20.7,1,3,1,5
256,-20.7,1,3,2,10
256,-20.7,1,3,4,20
256,-20.7,1,3,8,40
256,-20.7,1,3,16,80
256,-20.7,1,3,32,160
256,-20.7,1,4,1,4
256,-20.7,1,4,2,8
256,-20.7,1,4,4,16
256,-20.7,1,4,8,32
256,-20.7,1,4,16,64
256,-20.7,1,4,32,128
256,-20.7,1,6,1,3
256,-20.7,1,6,2,6
256,-20.7,1,6,4,12
256,-20.7,1,6,8,24
256,-20.7,1,6,16,48
256,-20.7,1,6,32,96
256,-20.7,1,6,64,192
256,-20.7,1,8,1,2
256,-20.7,1,8,2,4
256,-20.7,1,8,4,8
256,-20.7,1,8,8,16
256,-20.7,1,8,16,32
256,-20.7,1,8,32,64
256,-20.7,1,8,64,128
256,-20.6,0,0,64,640
256,-20.6,0,0,128,1280
256,-20.6,0,1,128,1024
256,-20.6,0,2,128,768
256,-20.6,0,3,128,640
256,-20.6,0.0004272461,4,128,512
256,-20.6,0.0004882813,1,64,512
256,-20.6,0.3712158203,2,64,384
256,-20.6,0.373260498,6,128,384
256,-20.6,0.8893737793,3,64,320
256,-20.6,0.8944091797,0,32,320
256,-20.6,0.9991760254,1,32,256
256,-20.6,0.9995117188,4,64,256
256,-20.6,0.9998168945,8,128,256
256,-20.6,1,0,1,10
256,-20.6,1,0,2,20
256,-20.6,1,0,4,40
256,-20.6,1,0,8,80
256,-20.6,1,0,16,160
256,-20.6,1,1,1,8
256,-20.6,1,1,2,16
256,-20.6,1,1,4,32
256,-20.6,1,1,8,64
256,-20.6,1,1,16,128
256,-20.6,1,2,1,6
256,-20.6,1,2,2,12
256,-20.6,1,2,4,24
256,-20.6,1,2,8,48
256,-20.6,1,2,16,96
256,-20.6,1,2,32,192
256,-20.6,1,3,1,5
256,-20.6,1,3,2,10
256,-20.6,1,3,4,20
256,-20.6,1,3,8,40
256,-20.6,1,3,16,80
256,-20.6,1,3,32,160
256,-20.6,1,4,1,4
256,-20.6,1,4,2,8
256,-20.6,1,4,4,16
256,-20.6,1,4,8,32
256,-20.6,1,4,16,64
256,-20.6,1,4,32,128
256,-20.6,1,6,1,3
256,-20.6,1,6,2,6
256,-20.6,1,6,4,12
256,-20.6,1,6,8,24
256,-20.6,1,6,16,48
256,-20.6,1,6,32,96
256,-20.6,1,6,64,192
256,-20.6,1,8,1,2
256,-20.6,1,8,2,4
256,-20.6,1,8,4,8
256,-20.6,1,8,8,16
256,-20.6,1,8,16,32
256,-20.6,1,8,32,64
256,-20.6,1,8,64,128
256,-20.5,0,0,64,640
256,-20.5,0,0,128,1280
256,-20.5,0,1,128,1024
256,-20.5,0,2,128,768
256,-20.5,0,3,128,640
256,-20.5,0.0003356934,1,64,512
256,-20.5,0.0005493164,4,128,512
256,-20.5,0.2938232422,6,128,384
256,-20.5,0.2946472168,2,64,384
256,-20.5,0.8441467285,0,32,320
256,-20.5,0.8449707031,3,64,320
256,-20.5,0.9983825684,1,32,256
256,-20.5,0.9987792969,4,64,256
256,-20.5,0.9990844727,8,128,256
256,-20.5,1,0,1,10
256,-20.5,1,0,2,20
256,-20.5,1,0,4,40
256,-20.5,1,0,8,80
256,-20.5,1,0,16,160
256,-20.5,1,1,1,8
256,-20.5,1,1,2,16
256,-20.5,1,1,4,32
256,-20.5,1,1,8,64
256,-20.5,1,1,16,128
256,-20.5,1,2,1,6
256,-20.5,1,2,2,12
256,-20.5,1,2,4,24
256,-20.5,1,2,8,48
256,-20.5,1,2,16,96
256,-20.5,1,2,32,192
256,-20.5,1,3,1,5
256,-20.5,1,3,2,10
256,-20.5,1,3,4,20
256,-20.5,1,3,8,40
256,-20.5,1,3,16,80
256,-20.5,1,3,32,160
256,-20.5,1,4,1,4
256,-20.5,1,4,2,8
256,-20.5,1,4,4,16
256,-20.5,1,4,8,32
256,-20.5,1,4,16,64
256,-20.5,1,4,32,128
256,-20.5,1,6,1,3
256,-20.5,1,6,2,6
256,-20.5,1,6,4,12
256,-20.5,1,6,8,24
256,-20.5,1,6,16,48
256,-20.5,1,6,32,96
256,-20.5,1,6,64,192
256,-20.5,1,8,1,2
256,-20.5,1,8,2,4
256,-20.5,1,8,4,8
256,-20.5,1,8,8,16
256,-20.5,1,8,16,32
256,-20.5,1,8,32,64
256,-20.5,1,8,64,128
256,-20.4,0,0,64,640
256,-20.4,0,0,128,1280
256,-20.4,0,1,128,1024
256,-20.4,0,2,128,768
256,-20.4,0,3,128,640
256,-20.4,0.0001831055,1,64,512
256,-20.4,0.000213623,4,128,512
256,-20.4,0.2161254883,6,128,384
256,-20.4,0.2259521484,2,64,384
256,-20.4,0.7851257324,0,32,320
256,-20.4,0.785949707,3,64,320
256,-20.4,0.9974060059,1,32,256
256,-20.4,0.9978027344,4,64,256
256,-20.4,0.9988708496,8,128,256
256,-20.4,1,0,1,10
256,-20.4,1,0,2,20
256,-20.4,1,0,4,40
256,-20.4,1,0,8,80
256,-20.4,1,0,16,160
256,-20.4,1,1,1,8
256,-20.4,1,1,2,16
256,-20.4,1,1,4,32
256,-20.4,1,1,8,64
256,-20.4,1,1,16,128
256,-20.4,1,2,1,6
256,-20.4,1,2,2,12
256,-20.4,1,2,4,24
256,-20.4,1,2,8,48
256,-20.4,1,2,16,96
256,-20.4,1,2,32,192
256,-20.4,1,3,1,5
256,-20.4,1,3,2,10
256,-20.4,1,3,4,20
256,-20.4,1,3,8,40
256,-20.4,1,3,16,80
256,-20.4,1,3,32,160
256,-20.4,1,4,1,4
256,-20.4,1,4,2,8
256,-20.4,1,4,4,16
256,-20.4,1,4,8,32
256,-20.4,1,4,16,64
256,-20.4,1,4,32,128
256,-20.4,1,6,1,3
256,-20.4,1,6,2,6
256,-20.4,1,6,4,12
256,-20.4,1,6,8,24
256,-20.4,1,6,16,48
256,-20.4,1,6,32,96
256,-20.4,1,6,64,192
256,-20.4,1,8,1,2
256,-20.4,1,8,2,4
256,-20.4,1,8,4,8
256,-20.4,1,8,8,16
256,-20.4,1,8,16,32
256,-20.4,1,8,32,64
256,-20.4,1,8,64,128
256,-20.3,0,0,64,640
256,-20.3,0,0,128,1280
256,-20.3,0,1,128,1024
256,-20.3,0,2,128,768
256,-20.3,0,3,128,640
256,-20.3,9.1552734375E-05,4,128,512
256,-20.3,0.000213623,1,64,512
256,-20.3,0.1593017578,2,64,384
256,-20.3,0.1596984863,6,128,384
256,-20.3,0.7237243652,0,32,320
256,-20.3,0.7261962891,3,64,320
256,-20.3,0.9942016602,1,32,256
256,-20.3,0.9956054688,4,64,256
256,-20.3,0.9975891113,8,128,256
256,-20.3,1,0,1,10
256,-20.3,1,0,2,20
256,-20.3,1,0,4,40
256,-20.3,1,0,8,80
256,-20.3,1,0,16,160
256,-20.3,1,1,1,8
256,-20.3,1,1,2,16
256,-20.3,1,1,4,32
256,-20.3,1,1,8,64
256,-20.3,1,1,16,128
256,-20.3,1,2,1,6
256,-20.3,1,2,2,12
256,-20.3,1,2,4,24
256,-20.3,1,2,8,48
256,-20.3,1,2,16,96
256,-20.3,1,2,32,192
256,-20.3,1,3,1,5
256,-20.3,1,3,2,10
256,-20.3,1,3,4,20
256,-20.3,1,3,8,40
256,-20.3,1,3,16,80
256,-20.3,1,3,32,160
256,-20.3,1,4,1,4
256,-20.3,1,4,2,8
256,-20.3,1,4,4,16
256,-20.3,1,4,8,32
256,-20.3,1,4,16,64
256,-20.3,1,4,32,128
256,-20.3,1,6,1,3
256,-20.3,1,6,2,6
256,-20.3,1,6,4,12
256,-20.3,1,6,8,24
256,-20.3,1,6,16,48
256,-20.3,1,6,32,96
256,-20.3,1,6,64,192
256,-20.3,1,8,1,2
256,-20.3,1,8,2,4
256,-20.3,1,8,4,8
256,-20.3,1,8,8,16
256,-20.3,1,8,16,32
256,-20.3,1,8,32,64
256,-20.3,1,8,64,128
256,-20.2,0,0,64,640
256,-20.2,0,0,128,1280
256,-20.2,0,1,128,1024
256,-20.2,0,2,128,768
256,-20.2,0,3,128,640
256,-20.2,6.103515625E-05,4,128,512
256,-20.2,9.1552734375E-05,1,64,512
256,-20.2,0.1081237793,2,64,384
256,-20.2,0.1091308594,6,128,384
256,-20.2,0.6405334473,0,32,320
256,-20.2,0.6415710449,3,64,320
256,-20.2,0.9912414551,1,32,256
256,-20.2,0.9929199219,4,64,256
256,-20.2,0.9954223633,8,128,256
256,-20.2,1,0,1,10
256,-20.2,1,0,2,20
256,-20.2,1,0,4,40
256,-20.2,1,0,8,80
